Identifiant de la notice	Thèque	Titre collection	Titre propre	Date de diffusion	Date d'enregistrement	Heure de diffusion	Titre phonogramme	Genre	Thématique	Durée
PHD98215651	PH (Phono)	Le téléphone sonne	Comment éviter l'infarctus	09/10/1984	09/10/1984	19:27:00		"Débat ; Journal parlé ; "	"Médecine santé ; "	00:32:50
PHD98215670	PH (Phono)	Le téléphone sonne	La bonne occase	10/10/1984	10/10/1984	19:26:40		"Débat ; Journal parlé ; "	"Industrie ; Information ; "	00:32:50
PHD98215756	PH (Phono)	Le téléphone sonne	Les pauvres des pays riches	16/10/1984	16/10/1984	19:22:50		"Interview entretien ; Magazine ; "	"Information ; "	00:37:00
PHY06000378	PH (Phono)	Le téléphone sonne	La lutte contre le bruit	17/10/1984	17/10/1984	19:27:55		"Interview entretien ; Journal parlé ; "	"Information ; "	
PHD98215779	PH (Phono)	Le téléphone sonne	L'insécurité, les vols, les agressions	18/10/1984	18/10/1984	19:22:35		"Interview entretien ; Journal parlé ; "	"Information ; "	00:36:45
PHD98215852	PH (Phono)	Le téléphone sonne	"""Le droit d'informer et d'être informé"" - Jacques ABOUCHAR condamné à 18 ans de prison"	23/10/1984	23/10/1984	19:26:30		"Déclaration ; Interview entretien ; Journal parlé ; "	"Information ; Politique ; "	00:30:35
PHD98215871	PH (Phono)	Le téléphone sonne	La création du loto sportif	24/10/1984	24/10/1984	19:28:40		"Déclaration ; Interview entretien ; Journal parlé ; "	"Sports ; "	00:27:40
PHD98215896	PH (Phono)	Le téléphone sonne	Les fonctionnaires face à la crise	25/10/1984	25/10/1984	19:28:50		"Déclaration ; Interview entretien ; Journal parlé ; "	"Information ; "	00:27:25
PHD98215971	PH (Phono)	Le téléphone sonne	Essence avec ou sans plomb	30/10/1984	30/10/1984	19:23:00		"Interview entretien ; Journal parlé ; "	"Politique ; "	00:37:20
PHD98215989	PH (Phono)	Le téléphone sonne	Les élections présidentielles américaines	01/11/1984	01/11/1984	19:26:20		"Interview entretien ; Journal parlé ; "	"Politique ; "	00:34:00
PHD98216053	PH (Phono)	Le téléphone sonne	La question de l'insécurité en France	06/11/1984	06/11/1984	19:27:00		"Débat ; Journal parlé ; "	"Information ; "	00:32:45
PHD98216062	PH (Phono)	Le téléphone sonne	La réélection de Ronald REAGAN	07/11/1984	07/11/1984	19:26:00		"Magazine ; "	"Information ; "	00:34:15
PHY06000711	PH (Phono)	Le téléphone sonne	La faim en Afrique	14/11/1984	13/11/1984	19:25:00		"Magazine ; "	"Information ; "	00:34:15
PHD98216190	PH (Phono)	Le téléphone sonne	L'automédication	15/11/1984	15/11/1984	19:27:30		"Magazine ; "	"Médecine santé ; "	00:31:15
PHD98216268	PH (Phono)	Le téléphone sonne	La famille en 1984	20/11/1984	20/11/1984	19:26:30		"Magazine ; "	"Information ; Sociologie ; "	00:32:25
PHD98216294	PH (Phono)	Le téléphone sonne	Les modulations de fréquence et le brouillage	21/11/1984	21/11/1984	19:25:30		"Magazine ; "	"Média ; "	00:59:10
PHD98216322	PH (Phono)	Le téléphone sonne	Le retour de l'Instruction Civique	22/11/1984	22/11/1984	19:23:20		"Interview entretien ; "	"Education pédagogie ; "	00:21:35
PHD98216389	PH (Phono)	Le téléphone sonne	Les livres	27/11/1984	27/11/1984	19:27:40		"Magazine ; "	"Littérature ; "	00:32:05
PHD98216419	PH (Phono)	Le téléphone sonne	L'emploi	29/11/1984	29/11/1984	19:27:00		"Magazine ; "	"Information ; "	00:37:00
PHD98216497	PH (Phono)	Le téléphone sonne	La torture et les tortionnaires	04/12/1984	04/12/1984	19:28:05		"Magazine ; "	"Information ; Politique ; "	00:29:15
PHD98216519	PH (Phono)	Le téléphone sonne	Les charges locatives - les économies d'énergie - la campagne de sensibilisation	05/12/1984	05/12/1984	19:22:55		"Magazine ; "	"Information ; Politique ; "	00:35:50
PHD98216541	PH (Phono)	Le téléphone sonne	L'éthique médicale	06/12/1984	06/12/1984	19:25:05		"Magazine ; "	"Médecine santé ; Psychologie ; "	00:33:35
PHD98216624	PH (Phono)	Le téléphone sonne	Moderniser la justice	11/12/1984	11/12/1984	19:31:40		"Magazine ; "	"Information ; "	00:32:40
PHD98216643	PH (Phono)	Le téléphone sonne	La télévision et la radio pour câble	12/12/1984	12/12/1984	19:27:45		"Magazine ; "	"Média ; "	00:29:25
PHD98216659	PH (Phono)	Le téléphone sonne	Danger, pollutions	13/12/1984	13/12/1984	19:25:25		"Magazine ; "	"Environnement ; Information ; "	00:35:30
PHD98216734	PH (Phono)	Le téléphone sonne	Le football professionnel	18/12/1984	18/12/1984	19:23:45		"Interview entretien ; Magazine ; "	"Information ; Sports ; "	00:35:45
PHD98216747	PH (Phono)	Le téléphone sonne	Les Français et leurs entreprises	19/12/1984	19/12/1984	19:22:55		"Magazine ; "	"Information ; "	00:36:36
PHD98216763	PH (Phono)	Le téléphone sonne	Emission exceptionnelle réservée aux enfants	20/12/1984	20/12/1984	19:22:05		"Magazine ; "	"Information ; Sociologie ; "	00:36:40
PHD98216814	PH (Phono)	Le téléphone sonne	Les souvenirs de Noël	24/12/1984	24/12/1984	19:22:50		"Magazine ; "	"Information ; "	00:26:20
PHD98217891	PH (Phono)	Le téléphone sonne	Artisans sans frontière	02/01/1985	02/01/1985	19:23:00		"Déclaration ; Interview entretien ; Magazine ; "	"Information ; "	00:37:15
PHD98217905	PH (Phono)	Le téléphone sonne	Le vieillissement	03/01/1985	03/01/1985	19:25:15		"Déclaration ; Interview entretien ; Journal parlé ; "	"Information ; Médecine santé ; "	00:34:45
